527 1740 2458;16265 28454 17 440 28455 11 13063 -1 0 5439 -1 0
344 1430 2687;1417 14250 15 335 14261 4 3415 14264 9 53576 -1 0 44585 -1 0 16078 -1 0
292 1303 2415 2454;5390 10024 4 156 10027 4 7394 -1 0 8661 -1 0
671 1391 2697 2615 2824;4003 50498 5 12442 50608 14 273966 -1 0 3394 -1 0
97 918 2523 2471 2524;196 2577 5 10 2580 6 20843 -1 0 23562 -1 0
269 947 2405 2629 2648;981 9231 11 5768 10224 5 12711 -1 0 58715 -1 0
271 1259 2490;1465 9290 4 219 9293 10 6181 -1 0 9993 -1 0
447 1608 2690 2726 2727;3646 21646 7 14154 22677 7 256464 -1 0 209414 -1 0
722 2066 2435 2516;440 67123 22 12442 67129 16 2241 -1 0 54980 -1 0
578 1737 2429 2781 2782;16575 34526 12 17808 38247 4 57820 -1 0 8561 -1 0
420 1562 2543 2433 2479;981 20152 6 24519 34709 4 423 -1 0 34694 -1 0
23 898 2434 2435 2436 2437;116 425 14 192 2050 5 37 -1 0 33346 -1 0
598 1847 2508 2792;4003 36294 48 26125 36853 5 12442 148288 8 46332 -1 0 119593 -1 0 21310 -1 0
46 993 2451 2473;412 1505 6 14080 21647 4 1448 -1 0 34732 -1 0
108 970 2415 2397 2435 2496;3 2921 27 1455 3542 17 4843 8902 9 11416 18198 5 539 18863 4 6779 -1 0 27149 -1 0 142863 -1 0 11986 -1 0 27163 -1 0
409 1433 2712 2713 2510;440 19535 12 22736 32228 4 15073 -1 0 131028 -1 0
58 1020 2488;10 1746 4 316 1747 8 29 -1 0 15134 -1 0
438 1594 2435 2436 2617;3646 21173 4 9535 21178 5 981 -1 0 2713 -1 0
