answerID answererID
91662 32601
91667 84999
91889 81639
93055 1951
110307 1465
92506 12442
92524 79766
93678 1951
102551 16575
93615 86591
93616 482
93868 15562
93972 86241
96938 86591
114173 27149
95679 981
95699 89845
95766 86358
95830 67339
95980 89702
114798 53438
96259 44325
125133 86591
96561 91072
170138 133420
115603 116933
129032 1568
99062 48145
104200 21217
100659 95581
114041 115097
100728 95661
102250 97734
101260 52701
106805 104400
106278 3646
115563 117218
119632 96277
166934 205426
104263 93894
104322 981
104587 101133
104588 44325
104844 57153
104850 30530
105504 44325
204721 26849
112461 30530
113079 95577
147932 8129
106037 86358
106038 103327
106313 103304
107111 71754
107127 86024
107201 5342
107231 18790
108927 1465
108975 108145
110497 94756
110772 110633
147891 86591
147915 61395
110940 96277
110942 110415
111313 108847
115198 116671
111529 96966
111536 75084
111841 16575
111843 96277
112054 16575
112111 96277
113402 68125
130321 85511
115038 25234
128260 135825
115790 27149
119610 96277
138480 153954
116493 118637
116572 1465
116675 118172
117593 120021
117598 58561
118743 100457
118754 121414
118786 121459
120441 106309
120453 96277
121070 501
195916 22475
123133 126666
129811 18675
123697 128227
123716 128294
123772 128380
123829 1465
123844 32742
124604 129270
125422 9139
125155 130726
133246 144389
125143 130764
125679 131593
125805 131804
125311 108847
125319 27149
125398 44325
133619 145076
125721 17235
140841 158334
126344 44325
126367 44325
126118 119358
137784 152677
129075 92056
137699 96277
129177 103805
169608 7227
129946 138566
135365 148271
140625 157995
130923 140151
153930 24154
131548 131553
131560 16575
131853 30530
131858 131553
132014 116800
132079 96178
132375 142863
132576 131553
132709 111552
132712 131553
132763 140905
132849 92056
134614 146773
143789 163656
134935 38760
134936 121800
152172 44325
168294 208008
137898 16575
187579 246221
137964 54327
172669 216232
138313 16575
138314 96277
138315 146330
138373 153762
139348 1465
139356 152843
139504 101950
139511 1465
140246 126666
140248 16575
141387 159317
141402 92056
141887 84986
141895 100296
141924 160224
143373 120021
143579 131553
144430 164848
144447 133123
145358 30530
143491 12055
143498 96277
143686 7425
143691 144524
145395 166716
147897 170720
145277 5669
145281 131553
146300 16575
146305 12442
150212 131553
151565 177540
152090 16575
152174 131028
154094 131553
192178 256464
155663 150986
155665 131553
160095 131553
175996 222586
193406 257954
165509 44325
165510 202974
165606 202918
165663 16575
168092 144398
168107 137930
168281 207977
182952 40003
171203 116537
184831 240709
172293 150986
172298 215415
174607 209414
174728 209414
174464 86358
174466 209414
176097 131553
176101 16575
176503 205764
176528 116235
176532 10091
176549 223632
176757 131553
176758 150986
181716 12442
181763 60279
181870 96277
181875 209414
186052 241306
187702 246456
199181 268875
205536 104946
186348 150986
202022 244844
187417 131553
187433 150986
189336 131553
189435 121800
189460 16575
189727 131553
191669 131553
197205 265909
197233 146132
197304 3141
201493 3573
201494 3303
202492 205764
202494 150986
204725 116800
204730 103614
205434 116800
205494 218526
206629 116800
206667 285220
213168 205764
213344 218526
214817 259285
214838 54852
216086 247431
216092 218526
215550 218526
216715 2241
216719 247431
217961 308609
217962 247431
217963 307668
217970 282507
218046 288327
218275 44325
218276 2241
