answerID answererID
1729 1196
1701 911
1801 418
1710 63
1827 1268
1715 418
1717 260
1752 154
1754 120
1759 558
1736 940
69556 35444
1738 154
1744 81
2030 1376
2962 1396
95456 61514
1751 630
1753 260
1757 418
1804 192
1756 630
1758 136
1760 154
1766 260
1810 192
1769 260
1773 192
1778 630
1782 154
1803 192
1779 1219
1780 180
1784 911
1788 877
1793 63
1794 993
1829 1268
2860 1876
1807 630
1833 1201
1812 61
1831 1268
1815 1096
1819 260
1849 63
1863 863
1872 247
1873 244
1874 34
1877 260
1878 192
1879 630
1884 973
15884 6776
1911 130
1916 1160
1922 63
1928 180
1941 877
1943 630
1944 260
131282 88806
1999 418
2000 63
2010 630
2011 63
2044 973
2055 61
116536 3684
2051 208
2052 1369
2056 260
10547 5754
2064 260
2065 1369
2073 1290
2075 1174
2079 192
2083 1406
2088 260
2130 61
2110 260
2114 1428
2128 63
2129 686
2138 1369
2144 260
2146 1321
2175 260
2176 630
2179 1469
2186 686
2196 555
2199 1469
10856 3684
2302 1533
2307 630
2362 1064
2373 1357
2360 1064
2365 1561
2374 1396
2380 60
2381 82
2363 154
2364 136
2389 63
2391 1186
2392 686
44406 8783
47659 26790
2472 154
2475 1561
2477 630
2479 953
2480 63
2485 877
2523 1625
3108 1978
3198 2050
34781 3640
50402 1050
2512 630
2513 1396
5850 3459
2517 630
2518 1186
2528 418
2571 1625
2534 973
2536 1396
2546 260
2547 630
2564 180
2575 1396
2615 1607
2680 283
2576 1096
2578 630
2577 1396
2596 154
2600 1096
2601 630
2628 1396
2645 1369
2627 1396
2632 1469
2644 1369
2633 180
2635 877
2637 877
17378 8546
2658 154
2659 283
2664 1201
2698 1756
2686 154
2691 1369
2694 1396
2709 1580
2682 290
2683 180
2692 630
2693 1369
2702 418
2695 1369
2699 244
2705 418
128820 85642
2704 1396
2715 1710
2712 1396
2722 154
2732 136
2717 1607
2718 1369
2738 1396
2741 555
2744 1369
4868 1186
2759 973
2762 1396
2764 877
2765 180
2773 63
2776 973
54577 31358
2785 877
2793 1396
2791 374
2792 1607
2798 1396
80114 50252
2805 1396
15946 7832
15947 993
2832 877
7190 4084
2876 877
2878 1721
2896 171
2902 630
2904 61
2906 1396
2907 180
2911 171
2913 877
2914 71
2924 154
2939 1875
38943 1050
39015 18861
53471 11240
60440 35341
60459 34999
63967 33354
2920 1908
2948 877
2955 1469
2961 1396
3009 1860
2968 1396
2987 154
2974 1396
194124 141401
2980 1822
2981 136
2982 1396
2983 63
47006 23721
3007 1047
3008 1860
52143 22230
186457 16892
3043 1396
3046 136
3057 1842
3064 630
3095 462
50066 5092
3105 1663
3118 847
3111 1369
3127 418
3122 462
3123 2004
3136 171
3137 1357
3141 1842
3151 877
3152 116
3145 1710
3146 136
3147 847
15378 154
3149 462
3172 1396
191115 69835
3157 877
3196 2023
3161 1781
3164 630
3205 973
3228 1860
3222 877
15616 7680
3224 877
3422 2043
3226 1860
3227 1396
3230 508
3232 630
3267 2069
3316 1396
3260 877
3270 1469
3277 418
6190 3594
3282 1396
3284 1822
78228 7490
3290 630
3318 1842
3319 508
3324 630
3328 1469
4422 708
3344 1469
3377 418
3347 180
3348 877
3376 877
6182 3551
3447 82
3607 2293
141037 90846
3470 555
3471 877
3543 2252
3481 630
3483 877
3510 1663
3518 154
3513 3106
3516 1357
3521 2201
3541 1842
3549 193
3656 953
3571 877
5106 3086
82183 51816
3606 418
3609 260
3619 1186
3629 1777
3631 4648
3633 1817
3650 847
3661 154
3660 911
3679 63
3677 50
3697 418
3684 2346
3686 630
13808 3640
3690 1710
3691 1064
3695 260
3702 630
3713 1469
3698 1186
3699 1357
3700 34
3703 630
3705 50
3709 877
3711 34
3712 1469
3739 630
3741 610
3747 2374
3753 2382
3762 1396
3858 2430
3759 1396
16180 3769
3763 1396
3767 877
3769 555
3770 630
3772 34
19221 1111
3796 3640
3797 2397
3819 2131
3830 630
3829 630
3833 34
3834 1186
3835 630
3846 2423
3860 2431
5573 154
36142 11240
3850 1607
3851 418
3853 630
3857 2420
3859 418
4963 180
104442 32138
104449 25836
3919 1096
3927 507
3930 1469
3915 1822
3937 86
3961 2492
3973 2511
3974 2503
3976 877
3979 1396
3997 1876
3981 2417
3985 630
4001 1186
4004 630
4005 630
4012 507
4022 1096
4023 418
4035 2129
77727 18059
4041 283
4042 51
4046 610
4048 507
4956 2374
44154 24246
4198 1710
4199 507
4117 1396
4122 180
4127 877
4139 877
4201 4224
4120 180
4133 877
4148 180
4541 976
4130 180
4131 877
4140 193
4144 1822
4150 154
4142 809
4143 630
4155 2374
4158 180
4156 2374
4157 630
4166 630
4167 2374
7677 2660
7685 3690
4181 2573
4975 2251
4213 1396
4217 426
4556 2626
23907 11440
4216 418
4225 1439
4221 630
4223 426
4253 877
4273 2129
4258 2626
4259 2374
4275 2374
4276 1186
4277 630
4284 34
4287 244
4299 2660
95812 61796
193173 140614
4300 973
4323 1396
124102 82947
152566 108321
184339 30035
203229 37492
4292 2663
4293 2660
4341 1396
31811 5555
4348 34
4349 2682
4395 1396
5001 2691
4374 1186
4375 630
4376 1262
4377 34
4442 1561
4443 507
4446 630
4451 81
4459 426
4476 2682
4478 2453
4482 630
4480 1396
4481 193
4490 154
4500 555
4501 877
4502 1396
4507 1290
4510 630
4536 1186
4514 1828
50960 28984
4522 2382
21648 3684
4543 418
4544 2415
4545 2374
4562 2374
4567 809
4591 2453
4596 154
4587 2626
4589 877
4606 1910
4608 154
4613 2131
4617 630
4625 2131
4626 1357
4689 2660
15784 3046
4631 2718
4632 507
4635 418
4658 2626
4659 877
4663 50
4690 1419
49767 1186
4695 1396
4701 418
4697 2626
4698 1396
4699 418
4707 34
4716 2374
4723 820
4724 2626
4726 180
4722 1396
7681 3684
4752 2682
4753 1396
4758 2453
4764 2626
4775 1186
4781 2626
4790 1396
4784 630
4786 34
4796 2660
4800 877
4804 630
4816 630
4819 2626
4817 630
4818 508
4826 418
4831 51
4841 2626
4842 630
4854 2374
4864 2626
4997 2974
4886 1357
4887 1096
4888 1469
4895 2374
4907 2626
4908 630
4909 260
64804 34637
4937 630
4939 34
4966 34
4977 630
4969 2374
4970 877
4979 630
20073 2663
23052 4967
4985 1396
4988 877
5015 630
5016 1396
5019 2374
89193 21728
169212 121237
5024 630
5126 1186
5039 2374
5040 630
5063 154
5067 1396
5141 2028
5144 2374
5108 3064
5117 1469
5118 2374
5137 1857
5150 976
5147 630
5151 877
5161 630
5164 877
5170 1828
5171 630
5214 2397
5215 2573
5223 2374
5224 180
5227 1186
6049 1767
35312 11240
84742 53729
134302 9434
5234 1396
5235 2374
5248 1469
5249 1186
60156 11240
5237 1396
30988 7788
5279 2374
5280 34
208919 152889
5314 2374
5412 3173
5335 1822
5339 1396
6270 3635
5337 2397
5342 1396
5347 1357
5348 630
5349 2756
5358 2573
5371 3211
5366 2374
5370 1186
5399 418
5386 1186
5387 630
5388 154
5389 3106
5392 3236
5391 3234
5433 3267
5418 630
5419 1186
5429 2241
5423 877
5451 2660
5439 558
5442 154
5456 1186
5464 630
5506 2374
5461 555
5463 154
5472 630
5518 2767
5489 1186
5491 2660
60136 35142
138769 65939
5532 2660
5545 34
5589 1186
5591 2453
5598 2131
5604 1396
5616 1064
5605 1186
5606 1396
5635 630
5643 154
5667 180
5670 877
18124 1876
100934 33466
147632 47448
5745 1822
6185 3594
5790 260
5800 34
5810 630
5775 2660
5779 1186
5782 877
5804 3417
5829 2293
9077 1822
5837 1064
5844 2374
5861 180
5870 877
5888 2660
5889 2660
5890 2660
5904 630
5905 34
5968 877
55777 1268
5990 180
5991 2660
5992 2756
5997 3459
5999 555
6032 3409
6041 1186
6036 877
6043 1639
6053 2660
6061 877
6062 3548
6064 3551
6109 1396
6110 3106
6113 630
6116 1822
6426 3684
7484 3684
7500 1396
7541 3684
6118 2142
6127 507
6144 34
6126 6393
6184 3594
6147 3583
16055 7882
116842 77365
125402 83982
156899 111872
6221 3417
6753 877
6163 1396
6166 3594
6219 3528
6233 877
6355 180
6202 1186
6216 876
6260 3585
6263 418
6264 1268
6273 51
6254 2241
6282 507
6298 2241
6299 34
6421 2374
6313 876
6334 877
7683 2407
6328 11587
6346 34
6369 2131
6380 154
6388 1396
52518 30006
6384 3659
6396 34
6397 1469
6389 34
7881 630
6398 180
6399 1396
6418 3690
6425 34
6469 630
6516 1064
6475 508
6478 630
6506 630
6533 1561
6509 1396
6511 2660
6515 630
6517 2374
6528 180
6542 877
6541 3459
6545 1396
6578 2660
6579 630
6610 877
6646 2092
6651 708
6652 8215
6680 3815
6699 4939
6719 1268
6692 2374
19143 9365
6702 2374
6706 426
6703 630
6704 418
6705 2374
6714 1290
6715 877
6716 2374
6717 630
6721 1357
6722 2663
6791 51
13717 4839
15130 6236
6732 3640
6733 708
6738 1290
6739 630
6794 116
6819 1469
6835 2374
6849 630
24669 12800
6841 2241
6842 2682
6870 180
6873 877
6884 555
6935 51
6886 2374
6888 1268
6890 630
6902 3690
6941 2660
6915 2131
6916 82
6973 1573
6978 2374
6965 180
6966 877
7097 911
6982 2374
6990 136
6997 2241
66383 34069
9992 426
15901 708
7037 2399
7041 877
7071 2399
7043 3106
7054 976
7040 2374
7046 2682
7048 260
7049 630
7045 4008
9209 2689
7062 2374
7063 418
7079 3106
7082 2399
7081 555
7085 1396
7089 1396
7090 2374
7099 4008
7138 63
7094 2374
7098 4008
7115 426
7150 1822
7161 877
65123 38400
7157 4065
7158 1357
7206 4008
7231 1357
7467 3859
20766 1192
7269 3690
7272 2374
7844 1192
7240 4105
7241 630
7250 630
18271 2294
7304 2374
7306 630
7340 630
7371 4154
7353 2374
7356 4134
7372 3690
7362 708
7366 2682
7392 1822
7394 1396
7434 418
7436 2374
7469 1561
7532 34
7505 4008
7510 2374
7518 630
7554 1192
7555 4103
7576 2660
7587 4259
7612 2374
7623 3748
7630 63
7607 2399
7627 4293
40296 22707
7624 3106
7628 2453
7649 34
144671 100801
7653 2399
7731 4315
7661 4314
7664 2374
7670 1561
7671 4331
7676 34
7692 630
7693 3690
7743 3351
7744 708
29473 15715
135879 68606
7896 4325
7954 63
7971 154
7991 1396
7769 4396
7776 2374
7842 426
8066 4395
7755 1863
7756 7061
7774 1396
7778 630
7783 1326
8203 4180
8223 4403
7908 2374
7910 4008
7934 4103
7925 4468
7929 976
7930 877
7932 4103
7933 2374
7965 630
51789 25995
7984 1945
7986 4008
8014 4517
7989 180
8085 4512
7996 81
7997 2374
8026 877
8142 4512
8114 1561
8131 4468
89524 56811
9460 5219
33925 3609
8149 1396
30134 16057
8120 2399
8122 877
8121 1396
8189 3684
8352 3594
55326 1111
8130 4468
14326 4571
8188 1396
8192 1767
8199 154
8200 569
8356 630
8366 2374
8375 2374
8377 34
8394 34
30400 16189
8457 1396
8458 174
8591 630
8652 2092
8494 630
109434 56431
115779 76537
8497 2703
8498 2241
8500 708
8506 993
8508 2374
8512 3761
8518 2241
8523 630
8515 3761
8566 976
8536 630
8552 34
8583 6393
8622 82
8600 2880
8607 34
8619 2241
8620 4806
8626 2374
8628 708
8643 3690
8681 4659
24946 3511
8704 34
44050 24700
8710 630
8711 507
8722 34
8725 4864
8735 664
8737 3761
8748 3106
8751 1561
8769 3847
8753 2374
10878 1514
8772 1396
8773 4325
8775 4103
8788 630
8796 247
8868 3594
8836 3461
8875 4438
8892 877
69621 42104
8886 3690
8888 1945
8919 247
8920 4116
8922 507
8925 1754
8942 2374
8944 3690
8979 877
9217 5121
8996 3847
9001 1064
9014 2453
9025 630
9065 1064
9016 322
9023 507
9056 63
9060 3941
9115 1945
9146 1192
9125 4103
9129 1192
9144 1822
9157 154
9203 630
9204 3168
9200 1822
9431 5208
9253 4846
17673 7274
29079 15533
63045 37007
9266 1357
9269 3847
9292 1192
14998 708
9295 557
9296 1822
9303 1945
9304 708
9309 877
24468 9540
30480 2479
49800 28198
9354 1822
9432 5208
9359 5185
9360 4843
9361 4957
33569 4839
9407 5203
9408 5199
9442 120
9446 1396
9497 3690
9499 5072
9525 180
9537 877
10015 3243
20519 322
9639 3690
9651 1192
9663 630
9668 877
22019 993
9691 877
9705 1348
9770 877
49410 27924
9760 3684
9794 993
18110 3403
9764 630
9774 5355
9796 1192
9773 2092
10027 4839
9799 3475
9800 3684
9830 807
9831 4792
15048 3690
9856 464
9868 1514
9881 877
24670 7183
9954 630
9955 5435
9965 877
9977 34
10006 31066
10009 1192
10035 69133
10037 78
10038 5469
10040 5475
10042 1584
10058 5486
10060 4613
10114 4839
10134 1192
10147 630
10162 708
10170 4456
10180 4839
10202 1561
10206 3690
10221 1514
10231 877
10210 1396
10243 3594
78826 49019
10219 3690
10220 1192
10280 1945
10281 2452
10283 2092
10284 5558
10287 1514
10289 630
10294 418
10297 2584
10300 736
10302 2660
10303 2445
10314 5562
10319 5573
10333 5621
23413 11238
23424 11240
77549 48095
10387 2374
10389 630
10398 1945
10420 192
10416 154
10422 555
10475 5726
10476 1822
10477 3735
10488 3594
10495 5735
10503 3710
10498 5737
10549 877
10538 3690
10539 1945
10541 2374
10583 4134
10588 5778
10589 5717
10591 1186
10656 3690
10661 708
10669 4839
14936 6671
10660 2232
10663 877
10891 3098
10695 3690
10696 3684
10706 3847
10717 630
10718 3690
10764 708
10730 630
10731 1064
10754 5845
10796 630
10834 1561
10819 8221
10820 630
132381 41302
10890 3423
10897 877
10874 22447
10887 3690
10902 5378
11030 5951
10967 877
10969 180
10955 507
10957 2374
10958 630
18454 3690
10978 2660
10979 507
10992 1945
11494 5754
10993 5189
11003 5951
11007 5868
11008 5951
11042 3858
124376 3993
11033 1822
28151 15035
11052 877
11054 180
11055 877
17337 8527
11105 630
11188 1186
11125 630
12194 2092
11234 2028
16837 8337
29758 10776
11293 807
11294 5986
11346 5189
133453 30859
11460 3858
25345 13119
154362 109813
11406 2660
11408 3461
11434 708
11435 1945
11445 5189
11449 630
11476 3769
11477 5555
93648 32815
11528 5189
11529 708
11987 5754
35363 10776
11532 5555
11949 3769
11632 630
11640 3847
11639 630
11751 6206
11659 630
11663 321
11667 1945
11668 1186
11669 630
11671 630
11673 2145
11675 1357
11698 33992
11699 630
11700 3735
11702 630
11703 5512
11729 1945
11732 5145
11761 3847
11764 3106
12175 6235
37646 21809
11895 3710
11916 3684
163668 53304
11914 1514
12013 2092
11915 180
11917 877
11929 1945
11930 361
11958 5189
11959 3654
11963 6334
11964 6235
12026 1990
12027 4195
12062 101095
119770 79544
12088 6037
13091 4224
12083 630
12085 3761
12151 5031
12159 3684
12186 630
12188 200
12254 3423
12265 877
12305 3347
12312 2092
12275 3423
12278 6435
12405 2663
12461 630
12380 5116
12382 5555
12398 6515
12423 569
13610 6481
12443 3690
76464 47366
133939 90973
133943 89503
12454 26863
12456 2241
12493 1514
12495 1186
12513 1945
12514 1186
12566 6173
12568 1186
12570 877
31743 16938
192218 139739
12582 5935
12587 4839
12625 3690
15439 6236
12591 4408
12604 3684
12603 1186
62041 36366
12612 877
12613 4846
56673 32791
12620 2092
12670 6612
12653 1945
12680 3931
12656 1186
12658 3651
12659 1514
12701 4839
12714 2374
12718 3690
12719 3690
12744 630
12745 3690
12805 1186
12770 2241
12771 6909
12772 1064
12773 6597
12780 3690
12781 630
12782 708
12813 1186
12815 6597
12973 708
12811 6597
12868 708
12956 2374
12957 1186
12914 552
12915 708
12943 1945
12945 1186
12946 1192
12947 6236
20536 3690
50443 3690
12978 1186
13036 877
12993 630
23831 1111
13076 515
13077 847
13081 5555
13090 4846
13119 877
13101 3858
13108 3423
13114 171
13115 2092
13116 5189
13117 1945
13286 5622
51169 16029
61644 34746
13120 1186
13121 1514
13168 5189
13184 6597
13191 1945
183156 1192
13247 708
13249 2374
13351 6393
13360 154
13456 630
13459 2374
13477 154
44412 14706
13472 630
13517 1357
13519 7788
13520 680
13775 426
129019 11635
13524 708
23709 11151
13601 418
13608 847
13652 6897
13653 3798
13655 630
13669 3690
13670 1945
13671 260
13700 708
159923 114104
13705 2232
13706 180
13711 3347
41483 877
180382 130034
13737 630
13961 3046
34345 18927
107407 1111
13751 322
13829 5208
106441 35479
14107 5531
14140 3640
13758 630
13763 6597
13764 3690
13814 1469
13841 3761
13843 3847
13853 5868
13864 2193
13868 1698
13862 1945
13863 630
13887 877
13888 6687
13892 3996
13915 136
13912 5189
13914 2374
13938 7005
14062 7042
14250 7131
14049 3996
14050 708
14051 4097
14159 877
14165 180
14175 1423
14211 6393
15161 6564
14287 877
15934 3396
125893 1268
16328 8015
17582 8641
14375 7005
14380 7157
14399 4839
14400 2232
14408 993
14885 4364
14412 154
14419 877
14420 610
14421 7005
14492 1945
14509 3640
14512 1945
14513 154
14537 630
14546 3106
14548 2092
14558 1396
14581 877
14586 3858
14571 2660
14574 1396
14601 1470
14609 2092
14671 1830
14672 361
129926 10312
14731 1186
14734 3640
14837 2092
14860 4839
14741 1822
188809 132220
14759 1822
14763 2682
14765 876
14853 1186
14854 708
14776 3858
14850 877
14808 6597
14812 3690
14792 2241
14798 4325
14870 3690
14871 1514
14873 1186
14876 877
174858 48375
14994 3690
14995 2241
14999 2241
15022 708
15064 1186
15065 2241
15111 708
15159 6597
15187 2241
15192 1469
15196 3106
15202 6236
15211 3106
15233 2092
15239 34
15248 6597
15252 3690
15251 7541
15254 4203
15279 3690
73354 45139
15313 2573
15314 2621
15327 555
15328 4826
25839 13292
15365 877
133946 81333
15343 67685
15344 2241
15368 426
90484 57559
15375 877
15406 4203
15390 2241
15391 7269
15392 2092
15442 3858
15405 3106
15416 7024
15465 5555
15466 3858
15508 2092
15554 630
15534 3423
107119 70693
15532 3423
15533 993
15542 877
15574 630
15575 993
15578 3423
15584 2573
15585 2092
15601 877
15629 630
15633 1822
15634 630
15688 1469
15691 426
15722 7788
84653 53657
15731 5555
15733 1396
15739 3690
55313 30859
15848 2682
15872 1469
15861 2092
15866 3640
15865 1561
15867 1469
15880 2241
15881 1186
15907 877
15971 7846
15990 6435
15997 5555
15998 1396
16010 3106
16841 8335
16128 5645
61474 25998
16394 6037
16415 6361
16210 993
16217 50
30038 1120
111681 73196
16242 4826
16765 8304
16373 7902
16376 180
16403 630
16410 8070
16441 877
16434 5555
19063 154
16443 6823
16445 708
16466 2047
36948 21435
16487 555
16488 2092
16494 2241
50543 22893
16555 2092
16559 630
16678 1357
83005 51444
16593 1096
16600 1469
16613 1822
16836 7343
16618 1945
16621 4826
16623 4839
16629 1754
16630 7279
16634 8213
16638 1514
16644 8224
16707 6173
16728 877
16734 4826
16766 1561
16768 6823
16769 1186
16815 2092
16822 877
16853 2092
16881 630
16911 877
42932 24122
127813 85955
16886 2092
17637 8493
16897 1561
16906 2374
16957 2897
16958 2241
16972 1186
16973 877
16981 8397
16996 1822
17478 3684
17017 1186
17019 1192
17032 8418
17036 708
17146 4659
118001 34652
17070 993
17071 2374
17094 630
17098 877
17118 8044
17105 2241
17108 8449
17115 1186
17205 2718
17199 3106
17268 4203
45381 25441
17219 4103
17282 2645
17308 8519
17424 8502
17269 993
27096 10361
17278 1186
17298 61
17562 4102
17697 4839
17340 2241
17343 1186
17369 877
28646 15321
53172 30417
86536 55293
123847 24553
157671 112485
17399 5555
17400 2047
17434 877
18134 8852
18335 1876
103814 68346
17441 8578
17447 736
17451 154
17532 877
17557 3858
17534 555
72807 44705
17617 953
17620 847
17658 8044
17659 3640
17699 8044
248930 68127
17714 2718
17715 1945
17763 180
17764 993
17791 7119
17792 322
17798 8044
17810 3761
55893 2703
17854 1186
17855 555
17895 4839
24115 8332
17894 630
31262 16642
17903 3640
17915 1186
17922 1186
18087 2718
17927 708
17992 877
18027 3761
18028 2718
18047 630
18049 1186
18062 1186
54334 31215
188123 45616
18210 2374
46082 25837
49150 8283
18216 2103
18218 2718
75198 23886
18242 993
18245 1186
22295 1396
22500 3684
18441 2374
24102 11526
36308 11240
46094 23721
18373 2241
18375 1945
18401 1186
18406 8278
18412 321
18438 877
18544 9088
18464 708
18467 8771
18537 9088
18553 877
18594 6823
18598 1186
18611 392
18616 708
18730 3690
18738 708
18746 1192
18694 3684
18695 7119
44472 10271
18673 1186
18674 8278
18676 1945
18683 6563
18684 993
18702 2241
18703 321
18704 1186
18734 8278
18896 7119
18972 3684
18878 708
18893 1186
18889 2103
18892 1186
18935 9261
18941 1186
18944 2241
18945 1186
19079 2374
19080 2241
19112 3423
19113 4846
19132 2241
19249 8771
19137 3396
19139 877
19161 1064
19162 630
19163 3690
19170 4659
19181 877
19168 1822
19302 371
65162 1564
19256 993
19263 708
19257 8771
19286 2092
19301 6219
19374 3684
172684 124084
19346 9434
19349 993
19353 1285
19359 805
19365 1186
19366 4839
19458 2241
100683 56173
19497 9345
19522 6441
19526 1186
60861 25998
19545 2241
19563 2718
19565 2241
19566 2718
19567 321
19641 6219
24279 6675
19673 50
19676 877
19720 2241
19722 1945
44562 24985
19750 9377
19775 9598
189348 100315
19871 1186
84730 33568
116498 77103
19898 820
19957 1342
19925 630
19931 2374
20051 3106
20094 7203
19941 2241
36342 21086
63375 25998
19961 2718
19963 2241
20069 9712
101813 66695
20071 820
20072 7005
20234 9558
20280 8215
20318 8215
20118 6687
20334 154
20146 6219
211439 154752
21619 6037
24904 180
140477 97224
21829 1174
21842 6503
20290 1186
20294 2374
20336 9823
20337 9824
20338 9846
20340 9932
20344 9825
20346 9908
20348 321
20354 9842
20357 9843
20367 9866
20368 9865
20373 5371
20379 9914
54467 1268
20358 321
98005 22676
20412 5555
20415 953
20417 2241
20418 2374
20492 708
20494 2374
20456 2718
20457 5645
20459 708
20500 9261
20501 2374
20502 1945
20568 5555
20578 180
99290 64489
132936 90197
20584 361
20585 321
20621 708
20632 1186
20633 244
20707 2833
21599 2718
29534 10059
122318 81550
132867 42017
20735 2445
20741 2241
203639 143235
20761 1111
20763 3761
28596 3684
31022 9003
31518 16798
20845 4659
20851 877
20869 6318
20889 2718
37533 21728
20960 7119
20961 7788
20975 1186
97423 6548
20981 1822
21496 3684
21027 3735
21029 6393
21507 3684
21032 2718
21033 10197
21066 6219
21131 3684
21069 4839
21139 322
21140 9356
35264 154
21090 877
21351 1876
21095 877
29694 15819
68944 41581
21153 321
21154 4843
31416 16732
36664 21272
21188 180
28495 13212
21187 1186
21417 2663
21192 2241
21193 1186
21194 2131
21265 3690
102812 67515
21228 993
21231 1186
21303 1285
243782 39384
21320 10330
21321 10082
21324 1186
21345 1186
21508 10414
21415 2241
72285 44336
21442 3684
176612 36066
21437 1186
21438 9824
121087 3690
121091 39384
21444 50
21581 877
21484 50
21493 993
21486 180
21489 1396
21557 2103
21560 2718
21561 6173
21573 154
21584 3640
21592 7119
21596 10442
119859 79632
21651 5555
21652 9003
21726 708
21743 6965
21751 5555
21801 993
21783 1186
207878 152144
21859 1186
103459 68051
128128 85642
21900 6318
21921 2718
64718 38099
