2933 420 8797 142 941 4534 17 2 755 20 1086 1265 2933 1836 8797 142 59 347 89 549,1287 779 465 908 2069 160 1883 2933 185 2069 5371 1684 5976 83 19 368 3018 4425 134 707 2 52 1064 240 4305 1884 1784 233 147 335 240 114 4426 19 240 8319 7450 1254 185 759 7847 6478 677 779 3654 7848 4426 114 1441 1883 9 4305 1542 306 197 335 2797 225 2409 2841 12 81 337 10930 7064 4426 205 513 52 14960 281 142 17811 1784 233 2933 13294 1576 3989 2743 442 245 450 157 4306 779 13295 566 3423 617 49 153 3655,4427 3142 1837 181 1159 3363 31 474 69 25 241 2151 1159 135 474 808 1834 2594 4200 409 2442 1981 1559 5557 14964 1860 88 7065 2098 700 4649 4932 374 578 120 13298 1912 314 1347 3 3657 14965 331 135 212 901 2 430 108 589 431 155 775 901 62 770 4307 506 380 606 1837 1 135 474 1837 289 4802 145 5977 3571 76 14966 901 6479 7453 11833 1811 5977 409 700 54 154 247 31 311 2318 43 62 143 1837 135 474 3019 788 409 852 1838 4650 7066 1467,1,12
2933 420 8797 142 941 4534 17 2 755 20 1086 1265 2933 1836 8797 142 59 347 89 549,467 60 113 116 58 14961 931 436 89 1808 178 2 5072 4533 84 11829 17 2 4083 20 34 31 1008 953 91 207 2 9 442 4800 2895 245 17812 142 5372 690 1502 2508 142 14962 20 34 5213 2 17813 13296 2069 540 6781 629 1431 34 31 17814 245 1757 789 178 2798 125 990 2242 104 1297 3083 2127 45 4931 84 2643 2242 162 1109 342 1558 3811 1650 2 2242 1577 25 2047 91 3366 55 26 196 2293 14963 17815 415 128 2547 1312 110 1110 25 954 1379 125,193 318 158 178 21777 4651 1130 301 314 699 942 3368 453 13299 3658 141 7853 769 158 178 4652 6782 1322 1184 5374 21778 816 187 2548 423 1097 831 932 116 2688 502 2244 700 2152 1484 932 139 192 789 329 275 339 47 1159 3425 11834 21779 2509 1 961 1451 8800 21780 1264 481 275 1087 47,1,12
2933 420 8797 142 941 4534 17 2 755 20 1086 1265 2933 1836 8797 142 59 347 89 549,18 80 4084 193 3656 3 1651 13297 950 7 1053 31 1085 3367 28537 3424 28538 84 17 2 123 4801 1226 2070 507 1086 1265 7849 10099 7850 11830 532 296 167 9 131 593 1503 1809 142 541 3731 10931 2243 991 7849 17816 8798 289 17817 1885 832 589 769 141 7451 1503 1809 2686 1591 420 28539 927 8799 1,193 11835 14967 1789 496 2178 8322 14968 1056 21781 14969 12 411 1391 1468 176 926 243 8 144 763 207 660 227 747 89 1937 147 2099 14967 5074 587 383 859 17819 129 3812 14970 5769 5770 20 1255 3990 910 1956 5769 6782 12 1741 17820 2339 21782 21783 8323 1035 3659 114 21784 572 3085 1812 12 1202 347 3812 145 3731 98 318 897,1,12
11 163 413 90 11 163 343 714 413 1442 5771 869 1839 511 8801 2048 415 128 1012 110,221 18 242 114 8802 682 1279 1081 1203 750 130 354 1526 3426 739 598 2509 99 1614 2 320 4201 1113 90 1589 1012 992 1560 324 42 163 2475 3426 47 79 2689 633 154 21785 6783 928 57 926 47 343 296 130 201 808 91 485 1123 8803 43 90 343 682 1504 90 282 1652 235 880 1813 3896 2294 90 4201 1504 1666 20 4085 375 36 698 13300 673 21 319 90 3660 2510 1834 1012 10 653 1113 343 2977 354 90 881 475 1032 343 2977 354 869 561 9395,27 6784 122 5978 223 943 185 6227 799 213 2842 281 468 489 865 459 2072 634 95 14971 38 11 4202 2020 737 14972 14973 7454 4429 126 1025 2934 3427 421 102 6785 2049 126 940 2934 3427 489 1663 1324 2842 5558 5559 452 9396 409 817 7 4803 1182 1 101 657 4803 1182 40 27 3 105 28 673 14974 2842 281 468 4804 75 27 1594 1025 5558 15 15 489 1685 327 10 316 36 140 3291 179 500 74 14975 143 192 1325 971 5769 835 86 15,1,12
11 163 413 90 11 163 343 714 413 1442 5771 869 1839 511 8801 2048 415 128 1012 110,511 4197 419 4428 44 90 1355 11 343 12 682 90 35 1442 682 1279 1081 1203 750 130 354 1526 3426 739 598 2509 99 1614 2 320 4201 1113 90 1589 1012 992 1560 324 42 163 2475 3426 47 79 2689 633 154 21785 6783 928 57 926 47 343 296 130 201 808 91 485 1123 8803 43 90 343 682 1504 90 282 1652 235 880 1813 3896 2294 90 4201 1504 1666 20 4085 375 36 698 13300 673 21 319 90 3660 2510 1834 1012 10 653 1113 343 2977 354 90,3211 49 1088 37 142 5772 1069 3020 483 186 97 1255 1380 1089 1285 764 23 1 1175 138 2 348 1088 387 526 213 788 788 1667 2 2898 375 19 1204 1088 411 1265 19 1204 142 395 1469 5772 23 1886 764 2 73 22 1686 411 1265 8324 1056 5375 2898 2443 222 41 993 17821 1098 11836 9397 67 1 505 215 908 27 467 1042 3086 1615 9398 1668 2795 179 1957 3210 2795 179 1957 160 11 11837 1432 6228 2404 2215 3087 298 4653 1042 779 1088 62 7455 833 1332,1,12
248 8 294 41 148 2 901 933 378 22 4535 69 315 1099 22 173 1589 1433 1638 248,8 35 934 1861 6786 74 2100 926 1638 74 2100 3369 21 3143 31 3088 8325 313 25 780 8804 130 740 3370 3212 8325 1089 248 7456 5376 838 1402 3428 378 901 522 481 111 78 4203 3369 1076 1861 1653 395 683 7067 5214 1433 1089 10 1074 710 500 941 35 99 14976 381,137 1057 790 4806 212 307 7855 14978 1862 1840 1323 2900 38 869 926 1813 1043 235 5771 481 10100 5771 14979 5771 139 9401 623 1145 1280 1505 1840 132 371 762 7458 5979 1128 1862 1074 5979 45 4205 5771 481 869 8 1057 790 2444 3023 1114 791 6787 2596 14980 7856 322 13301 2368 132 1913 708 14978 371 762 419 4655 5075 21786 7857 8805 1145 14980 7856 322 13301 2368 5773 94 2022 99 7068 2050 21787 561 1443 481 1938 1742 2128 94 2744 1123 357 1590 2978 1333 6229 243 7068,1,12
248 8 294 41 148 2 901 933 378 22 4535 69 315 1099 22 173 1589 1433 1638 248,378 3429 589 1839 1090 6480 1099 22 4430 874 74 2100 2151 1185 22 711 74 2295 2935 5215 2899 3371 2073 4535 69 686 1090 1982 1595 1275 7457 3021 1313 76 2100 51 4536 69 17822 331 388 22 37 295 1 1596 4536 49 11838 901 1356 4654 2511 300 22 166 940 17823 2293 4805 4535 22 1861 6786 4204 107 31 9399 8325 3213 68 7854 78 27 4805 9400 1469 901 14977 11839 2595 331 388 22 3022 154 2369 361 3897 2800 933 1099 378 1838 4650 1263 73 22 942 803,210 833 191 2545 598 17 2 123 9 770 77 962 2843 833 882 537 1173 156 839 182 2645 434 14981,1,12
59 509 138 144 32 69 17 2 138 32 69 1470 158 396 2410 12 281 32 69 3089,442 514 6230 437 208 27 5 1213 4308 1403 28540 1213 9 23 771 32 69 990 44,215 61 199 6232 86 199 336 449 17828 17829 58 155 72 401 10102 402 199 336 1068 784 99 623 10936 17830 10103 9403 423 6482 2590 10 62 512 13304 7 108 398 3373 17831 107 10104 4207 399 2447 9404 14985 247 13 86 199 14986 1916 720 379 7 10105 17832 5563 1916 2180 6483 7460 1863 10937 843 382 134,1,12
59 509 138 144 32 69 17 2 138 32 69 1470 158 396 2410 12 281 32 69 3089,144 284 109 201 2179 696 2844 442 284 10932 93 263 2150 4431 792 93 183 893 1298 310 301 1500 113 2476 1380 1089 138 5560 173 1 4800 476 1597 490 696 2340 8 1639 7858 1790 2901 41 390 1506 21 21788 36 59 897 162 1812 485 2023 198 4 144 281 1380 1089 15 2101,5550 105 215 11841 1080 3 17833 48 1032 3574 21794 1713 5564 11842 5077 95 219 8 21795 214 142 941 21796 3369 972 217 214 2690 21797 217 1124 14987 8 1044 126 872 58 9405 8328 5077 1594 5078 263 535 1138 142 4808 8329 503 219 2371 3294 7862 522 21798 522 4809 1561 3294 11842 5077 600 1000 72 477 4086 1 423 4658 13305 139 809 21799 2371 3294 541 2448 13306 4312 150 187 4086 1485 4 14988 79 1115 13305 11841 994 150 2 7863 68 85 4810 1 955 11842 3216,1,12
59 509 138 144 32 69 17 2 138 32 69 1470 158 396 2410 12 281 32 69 3089,13302 19 6231 1469 27 135 31 2445 97 376 790 396 6230 32 69 8326 7459 1983 437 8327 3372 396 4933 471 233 5216 32 69 45 1347 45 5070 162 35 1814 775 686 7069 7859 4309 57 232 786 53 2245 38 2128 780 2975 8806 1371 638 144 10933 17824 2129 97 941 21789 28541 13303 3897 1044 1914 97 31 14982 260 1372 437 19 1053 5561 331 1266 1669 97 26 1 2150 76 1687 384 1266 1669 97 26 1 313 1887 74 103 439 935 792 3991 25 342 3090 7860,3 24 87 133 11843 2 340 4433 127 21800 3732 1688 1267 3 11843 1381 14989 14990 5377 369 3729 1471 4811 4532 8808 237 6790 236 546 5982 252 1471 2801 2449 13307 6233 4812 2845 879 2246 14989 14990 44,1,12
59 509 138 144 32 69 17 2 138 32 69 1470 158 396 2410 12 281 32 69 3089,138 1128 10101 553 439 14983 184 284 348 116 67 1237 113 4537 348 87 138 295 3572 17825 284 32 69 738 4200 481 174 163 75 103 7070 4206 1743 97 481 163 1370 4934 198 166 2049 3430 138 4656 97 2 148 5774 93 583 248 118 28542 3214 138 641 15 3569 460 8326 7459 1249 97 1485 5076 73 22 216 6 1452 1182 439 792 198 138 3024 1416 144 1380 1089 5775 464 138 401 469 239 769 1912 32 69,8330 17834 9406 1341 5217 8331 418 3813 1341 458 295 1984 2450 4313 17835 211 5378 91 2647 2450 2181 279 4306 1192 4813 279 238 1181 388 643 4306 238 11844 2130 1227 17836 1058 4306 388 9407 6234 218 1058 1058 757 535 3575 428 2411 2450 5776 8809 11845 283 5217 17837 1507 4814 3808 17838 5776 4815 1641 17839 279 6235 8809 1382 279 17840 271 185 763 2648 211 2647 2214 1472 273 8809 5776 17841 515 133 6484 2024 3431 10106 192 6236 515 65 17842 13308 944 2691 113 367 391 2692,1,12
59 509 138 144 32 69 17 2 138 32 69 1470 158 396 2410 12 281 32 69 3089,3 107 113 138 1591 207 2 73 22 115 32 69 342 1841 19 638 97 342 141 5980 342 9 1380 1089 7861 1713 6788 97 25 870 32 130 3372 396 1808 756 422 1008 1958 138 59 2370 294 19 278 2 3 82 3 198,1689 2273 897 804 213 62 1191 8 4314 902 3 162 2802 1238 1362 551 200 3144 4314 6 33 1724 1205 91 5218 1627 1158 71 2297 556 5218 25 3993 776 4314 557 469,1,12
59 509 138 144 32 69 17 2 138 32 69 1470 158 396 2410 12 281 32 69 3089,435 701 377 25 75 103 109 133 97 144 97 351 1759 137 241 392 460 3292 278 359 6789 8807 25 35 2370 126 2216 377 78 3025 35 97 6 1598 3992 71 625 11 492 5981 1687 21790 325 154 357 358 2410 49 2646 14984 208 450 154 577 2341,86 124 736 1417 13309 523 33 3374 7071 9408 9409 7071 5777 1628 1404 8332 9408 214 1392 33 3374 6791 523 1453 658 597 6237 21801 1309 3375 1417 2 260 618 3374 90 9408 7071 916 658 205 886 463 205 140 886 463 140 1628 1939 7071 1096 1939 9408 4816 6 1486 817 307 3432 2745 7072 3217 540 83 244 307 4817 328 4434 523 3289 22 96 282 498 25 220 1109 9410 1372 873 1760 1100 639 2047 873 377 5379 4538 516 497 523 91 35 542 597 1465 14991 6,1,12
59 509 138 144 32 69 17 2 138 32 69 1470 158 396 2410 12 281 32 69 3089,21 322 6481 9402 138 149 21 423 167 3573 2446 4657 342 760 1616 10934 17826 167 1467 2319 97 541 322 1640 4432 454 4807 322 2296 893 21 342 6 67 2 93,804 1959 4539 5380 585 761 203 2597 203 171 152 68 3661 1299 3733 21802 10107 702 1299 978 3661 211 5380 30 152 106 44 5380 963 160 31 7864 430 14992 585 761 203 7073 1193 2797 80 55 30 152 68 3661 1508 96 7074 3509 6485 17843 363 1054 3576 6485 662 50 1599 11846 123 761 418 2597 418 9411 68 10938 2746 3145 1176 1508 748 31 11847 52 1266 225 1937 361 8 21803 2739 312 17844 9412 2747 761 203 2597 203 30 152 9412 2846 3 29 233 6792 718,1,12
59 509 138 144 32 69 17 2 138 32 69 1470 158 396 2410 12 281 32 69 3089,775 138 284 21791 23 284 1576 254 2342 1403 389 605 251 1887 138 223 206 45 138 696 4 1887 5562 322 481 3508 4310 792 1077 1070 1576 3215 1403 284 926 23 1915 4311 642 2153 869 10935 771 32 69 2102 284 23 13 191 138 28543 1380 1089 23 28544 93 1380 1089 297 2103 3293 728 298 793 11840 279 361 1561 308 140 285 1665 2 598 1888 138 882 1266 537 164 21792 21793 348 1 798 492 17827 294 1 112 125 30 4935 1380 1089 537 28 893 792,110 213 32 69 815 53 110 54 3577 32 69 81 240 73 22 23 138 89 626 2412 4642 1637 162 5381 11 32 3577 149 1687 10 13 41 2598 164 7 8810 2598 1471 7 1791 2 395 435 2046 453 2693 3577 1331 2 6793 81 10939 32 69 3 1267 359 14993 2 114 194 14994 435 1371 638 1123 435 469 1210 5565 1152 3577 6 14 241 1864 14995 3 890 435 6 2409 49 3295,1,12
4936 1454 3510 46 253 190 28545 260 13310 15 86 190 3 7865 260 263 70 181 407 8811,3 43 2477 207 1042 105 762 4936 2104 615 221 4936 1161 3510 47 24 736 2071 253 894 132 3510 14996 253 189 106 4936 75 6486 1815 193 956 310 108 116 774 116 1464 305 3510 263 741 2247 527 136 190 3662 67 450 1883 1249 1 253 7075 189 633 40 1087 633 4 1402 249 5382 7076 190 2248 2413 9 398 253 14997,5 247 14999 1341 6487 147 56 1042 15000 834 44 102 268 1256 8814 268 993 426 1690 1858 7866 763 251 211 268 993 268 7078 1858 2478 7078 763 207 520 520 763 2372 520 4937 7866 763 112 527 3433 520 693 268 4819 351 2937 13313 2478 7078 763 251 211 6790 520 763 112 527 7866 268 133 8335 7867 2154 1986 3994 4315 1816 4938 143 133 133 3434 218 268 763 251 211,1,12
4936 1454 3510 46 253 190 28545 260 13310 15 86 190 3 7865 260 263 70 181 407 8811,2182 468 251 1363 7461 3510 1725 4540 265 253 10940 158 7 748 3578 13311 59 8333 1096 14998 3510 21804 190 2936 587 17845 710 3510 8812 5778 80 4541 433 8813 1059 10941 21805 1985 21806 1237 1288 1985 87 6 358 2512 21807 21808 1884 190 8334 3510 769 10942 150 5779 7077 391 1393 349 204 1394 3510 248 161 4818 690 253 380 127 5079 13312 3 372 609 162 204 217 1508 5983 2599 3510 17846 6 156 453 5 3510 2024 3026 265 21809 21810 152 72 136 5080 268 29 1023,5081 40 409 32 2320 189 1543 2803 13314 394 2183 517 188 95 403 188 400 2744 8336 11848 409 1761 10108 17847 17848 164 3 40 10109 13315 475 403 2006 5984 409 8815 15001 409 5566 4435 88 1744 403 119 297 32 69 694 1817 242 707 2 189 3663 403 2006 409 189 57 1865 3574 4316 587 973 17849 381 17850 17851 3435 118,1,12
464 64 1067 428 21811 258 7868 64 1067 232 563 82 355 1889 143 428 21811 258 7868 34,79 1067 2694 129 232 2513 1067 19 2748 2126 1890 778 646 123 232 39 2373 212 2374 3511 2374 79 10110 1067 738 1116 3218 34 2748 219 144 778 1067 11849 212 110 7869 5985 583 2748 870 1067 232 778 10943 13316 778 1364 5 464 1067 2414 3734 5985 7870 7869 376 1890 11 7869 24 4317 2131 2414 555 409 1067 2694 129 7868 2641 116 339 992 533 5219 2025 630 34 5986 1405 6794 215 204 1842 34 17852 8 14 210 758 2026 3219 3 318,138 3735 153 322 3 30 577 2 73 22 2216 162 7871 2451 7462 322 842 852 138 239 239 2047 19 368 8 1639 1380 1089 4657 390 281 3220 439 678 322 138 14 3376 2 269 644 8816 612 439 850 74 250 439 432 1714 269 644 8816 612 439 850 74 250 439 432 1714 506 6488 6489 1745 4542 4087 645 103 4432 740 5987 384 40 432 654 765 13317 10944 977 147 344 46 105 322 7463 133 4087 138 191 181 407 322 2410 4206 93 1257 52 808 153,1,12
464 64 1067 428 21811 258 7868 64 1067 232 563 82 355 1889 143 428 21811 258 7868 34,34 527 21812 273 45 83 28546 34 1509 34 4793 4794 8 117 1067 59 1106 63,2150 18 13318 402 34 258 4939 13319 1562 2021 34 3995 4659 293 1818 112 8817 781 2549 13 7872 5988 258 4939 7079 7873 324 898 258 4939 781 1 4820 402 8817 781 828 34 258 4939 13320 6216 818 357 1590 402 1267 4208,1,12
267 4318 165 4319 202 1726 3 316 260 4940 4 94 427 5780 17 2315 751 267 1441 21813,742 1289 2695 8818 422 3996 3221 11850 1473 57 3436 536 273 3296 37 529 13321 187,468 371 98 305 122 302 8 2589 114 2249 3437 1544 562 1299 11853 8338 241 3898 3218 301 1470 4804 259 17855 2589 157 67 2184 3728 11854 114 951 101 71 137 2589 8820 3728 1467 4424 1791 514 3728 2318 1545 40 39 87 1442 468 458 9 85 302 3 11855 89 126 40 9414 3223 55 1346 2155 89 4089 1026 53 1172 3223 979 3083 6238 440 504 13 6491 13324,1,12
267 4318 165 4319 202 1726 3 316 260 4940 4 94 427 5780 17 2315 751 267 1441 21813,267 352 4660 2600 721 76 74 173 635 2689 853 8819 2600 943 139 413 1473 634 635 59 722 518 635 1101 671 2550 10111 10945 824 3146 13322 256 3512 85 1101 635 504 24 1434 369 669 376 71 4436 34 74 267 20 3579 2649 5 1444 1473 2599 635 267 76 74 173,52 3580 4090 200 804 206 200 290 231 525 52 7 9415 11856 1162 8821 2650 458 324 2552 888 200 2696 508 82 2553 527 252 98 274 4091 2051 157 406 285 200 159 218 11857 200 15009 157 1131 816 1892 423 741 888 49 210 313 423 9415 185 274 65 380 5568 112 49 1511 423 17856 5568 415 1450 8339 206 542 1097 3509 230 3815 1473 267 141 13325 8822 147 686 16 851 273 362 16 8822 119 427 150 177 305 835 8340 1959 805 492 1113 457 83 1334,1,12
267 4318 165 4319 202 1726 3 316 260 4940 4 94 427 5780 17 2315 751 267 1441 21813,28 17 10 883 94 1473 831 1625 15002 369 81 6795 82 267 2601 9413 5781 3513 635 183 7080 640 5 1473 5383 1 15003 576 985,100 3224 15010 5993 3514 368 20 4438 61 81 1504 7875 663 1132 5994 100 240 962 3377 331 962 240 1419 240 1395 240 7876 2452 7877 100 185 240 4941 83 100 1342 85 82 208 185 251 540 100 5 2007 459 426 1512 483 61 109 5569 411 426 3027 850 3997 9 10948 100 1036 122 2697 100 185 115 259 63 2479 5783 15011 429 2750 4663 251 60 43 2697 20 2479 254 63,1,12
267 4318 165 4319 202 1726 3 316 260 4940 4 94 427 5780 17 2315 751 267 1441 21813,5383 936 79 1177 7874 4661 684 5989 635 79 2602 423 7464 267 3736 202 1726 337 5383 354 6490 6 522 154 92 809 74 267 21814 5383 325 337 547 3146 1383 151 1239 5383 40 192 4662 15004 1651 7465 11851 21815,5570 64 1248 3652 73 353 1834 120 5995 1600 11858 6797 1727 903 64 73 353 132 2274 5570 1078 216 744 729 24 1086 3816 125 1670 5220 1090 1248 4439 20 1086 1265 7878 7849 17857 2979 2439 1805 2848 10949 9416 68 238 9417 7849 2554 1819 1 17858 1094 8341 7082 560 10113 2185 1053 257 100 7 1 9418 9416 455 1086 3816 964 2651 15012 810 21818 64 74 267 21819 37 295 1578 64 6219 21820 295 1248 1297 306 9416 593 1192 3438 3816 1 476 66 10114 21821 2250 1174,1,12
